Fecha,Temporada,Equipo1,Equipo2,Goles1,Goles2
15/10/2000,2000-2001,Numancia,Athletic Club,0,0
15/10/2000,2000-2001,Osasuna,Oviedo,0,0
15/10/2000,2000-2001,Zaragoza,Valladolid,0,0
21/10/2000,2000-2001,Barcelona,Real Madrid,2,0
21/10/2000,2000-2001,Deportivo de La Coruña,Mallorca,1,1
21/10/2000,2000-2001,Valencia,Zaragoza,1,0
22/10/2000,2000-2001,Athletic Club,Las Palmas,0,3
22/10/2000,2000-2001,Alavés,Espanyol,1,0
22/10/2000,2000-2001,Málaga,Villarreal,2,1
22/10/2000,2000-2001,Racing de Santander,Numancia,4,2
22/10/2000,2000-2001,Rayo Vallecano,Real Sociedad,4,1
22/10/2000,2000-2001,Oviedo,Celta de Vigo,3,1
22/10/2000,2000-2001,Valladolid,Osasuna,1,1
28/10/2000,2000-2001,Las Palmas,Racing de Santander,2,1
28/10/2000,2000-2001,Mallorca,Barcelona,2,0
28/10/2000,2000-2001,Numancia,Deportivo de La Coruña,1,2
28/10/2000,2000-2001,Villarreal,Athletic Club,0,0
28/10/2000,2000-2001,Zaragoza,Málaga,1,1
29/10/2000,2000-2001,Celta de Vigo,Valladolid,2,1
29/10/2000,2000-2001,Espanyol,Oviedo,2,0
29/10/2000,2000-2001,Osasuna,Valencia,1,2
29/10/2000,2000-2001,Real Sociedad,Real Madrid,1,4
29/10/2000,2000-2001,Rayo Vallecano,Alavés,0,1
31/10/2000,2000-2001,Deportivo de La Coruña,Las Palmas,4,0
1/11/2000,2000-2001,Athletic Club,Zaragoza,1,2
1/11/2000,2000-2001,Barcelona,Numancia,1,1
1/11/2000,2000-2001,Alavés,Real Sociedad,0,1
1/11/2000,2000-2001,Málaga,Osasuna,3,1
1/11/2000,2000-2001,Racing de Santander,Villarreal,3,1
1/11/2000,2000-2001,Real Madrid,Mallorca,0,2
1/11/2000,2000-2001,Oviedo,Rayo Vallecano,4,1
1/11/2000,2000-2001,Valencia,Celta de Vigo,1,0
1/11/2000,2000-2001,Valladolid,Espanyol,1,1
4/11/2000,2000-2001,Celta de Vigo,Málaga,1,0
4/11/2000,2000-2001,Espanyol,Valencia,1,0
4/11/2000,2000-2001,Las Palmas,Barcelona,0,1
4/11/2000,2000-2001,Numancia,Real Madrid,3,1
4/11/2000,2000-2001,Villarreal,Deportivo de La Coruña,3,2
5/11/2000,2000-2001,Alavés,Oviedo,4,0
5/11/2000,2000-2001,Osasuna,Athletic Club,1,1
5/11/2000,2000-2001,Real Sociedad,Mallorca,0,1
5/11/2000,2000-2001,Rayo Vallecano,Valladolid,2,1
5/11/2000,2000-2001,Zaragoza,Racing de Santander,2,0
11/11/2000,2000-2001,Deportivo de La Coruña,Zaragoza,2,0
12/11/2000,2000-2001,Athletic Club,Celta de Vigo,2,1
12/11/2000,2000-2001,Barcelona,Villarreal,1,2
12/11/2000,2000-2001,Málaga,Espanyol,0,0
12/11/2000,2000-2001,Mallorca,Numancia,2,1
12/11/2000,2000-2001,Racing de Santander,Osasuna,0,0
12/11/2000,2000-2001,Real Madrid,Las Palmas,5,1
12/11/2000,2000-2001,Oviedo,Real Sociedad,1,0
12/11/2000,2000-2001,Valencia,Rayo Vallecano,2,2
12/11/2000,2000-2001,Valladolid,Alavés,2,1
18/11/2000,2000-2001,Alavés,Valencia,1,1
18/11/2000,2000-2001,Las Palmas,Mallorca,1,0
18/11/2000,2000-2001,Osasuna,Deportivo de La Coruña,1,1
18/11/2000,2000-2001,Villarreal,Real Madrid,0,1
19/11/2000,2000-2001,Celta de Vigo,Racing de Santander,1,1
19/11/2000,2000-2001,Espanyol,Athletic Club,2,1
19/11/2000,2000-2001,Real Sociedad,Numancia,4,1
19/11/2000,2000-2001,Rayo Vallecano,Málaga,4,2
19/11/2000,2000-2001,Oviedo,Valladolid,4,1
19/11/2000,2000-2001,Zaragoza,Barcelona,3,1
25/11/2000,2000-2001,Mallorca,Villarreal,2,1
26/11/2000,2000-2001,Athletic Club,Rayo Vallecano,4,2
26/11/2000,2000-2001,Barcelona,Osasuna,2,0
26/11/2000,2000-2001,Deportivo de La Coruña,Celta de Vigo,1,0
26/11/2000,2000-2001,Málaga,Alavés,3,1
26/11/2000,2000-2001,Numancia,Las Palmas,0,1
26/11/2000,2000-2001,Racing de Santander,Espanyol,1,2
26/11/2000,2000-2001,Valencia,Oviedo,2,0
26/11/2000,2000-2001,Valladolid,Real Sociedad,2,1
24/01/2001,2000-2001,Real Madrid,Zaragoza,3,0
2/12/2000,2000-2001,Celta de Vigo,Barcelona,3,3
2/12/2000,2000-2001,Espanyol,Deportivo de La Coruña,0,2
2/12/2000,2000-2001,Osasuna,Real Madrid,2,3
2/12/2000,2000-2001,Rayo Vallecano,Racing de Santander,4,1
2/12/2000,2000-2001,Valladolid,Valencia,0,0
3/12/2000,2000-2001,Alavés,Athletic Club,2,1
3/12/2000,2000-2001,Real Sociedad,Las Palmas,1,1
3/12/2000,2000-2001,Oviedo,Málaga,3,2
3/12/2000,2000-2001,Villarreal,Numancia,0,0
3/12/2000,2000-2001,Zaragoza,Mallorca,1,1
9/12/2000,2000-2001,Las Palmas,Villarreal,1,5
9/12/2000,2000-2001,Numancia,Zaragoza,1,1
9/12/2000,2000-2001,Valencia,Real Sociedad,2,0
10/12/2000,2000-2001,Athletic Club,Oviedo,4,0
10/12/2000,2000-2001,Barcelona,Espanyol,4,2
10/12/2000,2000-2001,Deportivo de La Coruña,Rayo Vallecano,1,1
10/12/2000,2000-2001,Málaga,Valladolid,3,1
10/12/2000,2000-2001,Mallorca,Osasuna,1,1
10/12/2000,2000-2001,Racing de Santander,Alavés,2,1
10/12/2000,2000-2001,Real Madrid,Celta de Vigo,3,0
16/12/2000,2000-2001,Alavés,Deportivo de La Coruña,3,1
16/12/2000,2000-2001,Espanyol,Real Madrid,1,2
16/12/2000,2000-2001,Real Sociedad,Villarreal,0,2
16/12/2000,2000-2001,Rayo Vallecano,Barcelona,2,2
16/12/2000,2000-2001,Zaragoza,Las Palmas,3,1
17/12/2000,2000-2001,Celta de Vigo,Mallorca,2,2
17/12/2000,2000-2001,Osasuna,Numancia,2,0
17/12/2000,2000-2001,Oviedo,Racing de Santander,1,0
17/12/2000,2000-2001,Valencia,Málaga,2,0
17/12/2000,2000-2001,Valladolid,Athletic Club,0,0
19/12/2000,2000-2001,Real Madrid,Rayo Vallecano,3,1
20/12/2000,2000-2001,Athletic Club,Valencia,1,1
20/12/2000,2000-2001,Barcelona,Alavés,3,2
20/12/2000,2000-2001,Deportivo de La Coruña,Oviedo,3,0
20/12/2000,2000-2001,Las Palmas,Osasuna,3,2
20/12/2000,2000-2001,Málaga,Real Sociedad,3,0
20/12/2000,2000-2001,Mallorca,Espanyol,3,2
20/12/2000,2000-2001,Numancia,Celta de Vigo,4,2
20/12/2000,2000-2001,Racing de Santander,Valladolid,2,2
20/12/2000,2000-2001,Villarreal,Zaragoza,1,1
6/01/2001,2000-2001,Málaga,Athletic Club,2,1
7/01/2001,2000-2001,Celta de Vigo,Las Palmas,0,1
7/01/2001,2000-2001,Alavés,Real Madrid,1,3
7/01/2001,2000-2001,Espanyol,Numancia,2,0
7/01/2001,2000-2001,Osasuna,Villarreal,1,0
7/01/2001,2000-2001,Real Sociedad,Zaragoza,1,1
7/01/2001,2000-2001,Rayo Vallecano,Mallorca,2,2
7/01/2001,2000-2001,Oviedo,Barcelona,2,3
7/01/2001,2000-2001,Valencia,Racing de Santander,1,0
7/01/2001,2000-2001,Valladolid,Deportivo de La Coruña,3,1
13/01/2001,2000-2001,Barcelona,Valladolid,3,1
13/01/2001,2000-2001,Deportivo de La Coruña,Valencia,2,0
14/01/2001,2000-2001,Las Palmas,Espanyol,1,0
14/01/2001,2000-2001,Mallorca,Alavés,4,3
14/01/2001,2000-2001,Numancia,Rayo Vallecano,0,2
14/01/2001,2000-2001,Racing de Santander,Málaga,0,1
14/01/2001,2000-2001,Real Sociedad,Athletic Club,0,2
14/01/2001,2000-2001,Real Madrid,Oviedo,4,0
14/01/2001,2000-2001,Villarreal,Celta de Vigo,2,0
14/01/2001,2000-2001,Zaragoza,Osasuna,4,2
20/01/2001,2000-2001,Valencia,Barcelona,0,1
21/01/2001,2000-2001,Athletic Club,Racing de Santander,3,1
21/01/2001,2000-2001,Celta de Vigo,Zaragoza,1,1
21/01/2001,2000-2001,Alavés,Numancia,0,2
21/01/2001,2000-2001,Espanyol,Villarreal,2,1
21/01/2001,2000-2001,Málaga,Deportivo de La Coruña,1,3
21/01/2001,2000-2001,Osasuna,Real Sociedad,1,1
21/01/2001,2000-2001,Rayo Vallecano,Las Palmas,1,1
21/01/2001,2000-2001,Oviedo,Mallorca,1,1
21/01/2001,2000-2001,Valladolid,Real Madrid,2,2
27/01/2001,2000-2001,Athletic Club,Deportivo de La Coruña,2,2
27/01/2001,2000-2001,Espanyol,Zaragoza,5,0
27/01/2001,2000-2001,Málaga,Barcelona,0,0
28/01/2001,2000-2001,Celta de Vigo,Osasuna,1,0
28/01/2001,2000-2001,Alavés,Las Palmas,1,0
28/01/2001,2000-2001,Racing de Santander,Real Sociedad,1,4
28/01/2001,2000-2001,Rayo Vallecano,Villarreal,0,1
28/01/2001,2000-2001,Oviedo,Numancia,3,0
28/01/2001,2000-2001,Valencia,Real Madrid,0,1
28/01/2001,2000-2001,Valladolid,Mallorca,2,0
3/02/2001,2000-2001,Barcelona,Athletic Club,7,0
4/02/2001,2000-2001,Deportivo de La Coruña,Racing de Santander,2,1
4/02/2001,2000-2001,Las Palmas,Oviedo,1,0
4/02/2001,2000-2001,Mallorca,Valencia,2,2
4/02/2001,2000-2001,Numancia,Valladolid,0,0
4/02/2001,2000-2001,Osasuna,Espanyol,1,3
4/02/2001,2000-2001,Real Sociedad,Celta de Vigo,2,2
4/02/2001,2000-2001,Real Madrid,Málaga,4,3
4/02/2001,2000-2001,Villarreal,Alavés,2,0
4/02/2001,2000-2001,Zaragoza,Rayo Vallecano,6,1
10/02/2001,2000-2001,Athletic Club,Real Madrid,1,0
10/02/2001,2000-2001,Deportivo de La Coruña,Real Sociedad,4,1
10/02/2001,2000-2001,Espanyol,Celta de Vigo,0,1
10/02/2001,2000-2001,Rayo Vallecano,Osasuna,2,1
10/02/2001,2000-2001,Valencia,Numancia,3,0
11/02/2001,2000-2001,Alavés,Zaragoza,1,0
11/02/2001,2000-2001,Málaga,Mallorca,0,1
11/02/2001,2000-2001,Racing de Santander,Barcelona,4,0
11/02/2001,2000-2001,Oviedo,Villarreal,1,3
11/02/2001,2000-2001,Valladolid,Las Palmas,1,0
17/02/2001,2000-2001,Barcelona,Deportivo de La Coruña,2,3
17/02/2001,2000-2001,Las Palmas,Valencia,0,2
17/02/2001,2000-2001,Real Madrid,Racing de Santander,1,0
18/02/2001,2000-2001,Celta de Vigo,Rayo Vallecano,1,1
18/02/2001,2000-2001,Mallorca,Athletic Club,1,0
18/02/2001,2000-2001,Numancia,Málaga,3,2
18/02/2001,2000-2001,Osasuna,Alavés,0,1
18/02/2001,2000-2001,Real Sociedad,Espanyol,2,1
18/02/2001,2000-2001,Villarreal,Valladolid,2,1
18/02/2001,2000-2001,Zaragoza,Oviedo,5,2
24/02/2001,2000-2001,Deportivo de La Coruña,Real Madrid,2,2
25/02/2001,2000-2001,Athletic Club,Numancia,3,1
25/02/2001,2000-2001,Barcelona,Real Sociedad,3,0
25/02/2001,2000-2001,Alavés,Celta de Vigo,2,2
25/02/2001,2000-2001,Málaga,Las Palmas,2,1
25/02/2001,2000-2001,Racing de Santander,Mallorca,2,1
25/02/2001,2000-2001,Rayo Vallecano,Espanyol,1,1
25/02/2001,2000-2001,Oviedo,Osasuna,2,3
25/02/2001,2000-2001,Valencia,Villarreal,3,1
25/02/2001,2000-2001,Valladolid,Zaragoza,2,0
3/03/2001,2000-2001,Mallorca,Deportivo de La Coruña,2,1
3/03/2001,2000-2001,Real Sociedad,Rayo Vallecano,2,0
3/03/2001,2000-2001,Real Madrid,Barcelona,2,2
3/03/2001,2000-2001,Zaragoza,Valencia,1,1
4/03/2001,2000-2001,Celta de Vigo,Oviedo,1,0
4/03/2001,2000-2001,Espanyol,Alavés,0,0
4/03/2001,2000-2001,Las Palmas,Athletic Club,0,0
4/03/2001,2000-2001,Numancia,Racing de Santander,1,0
4/03/2001,2000-2001,Osasuna,Valladolid,2,1
4/03/2001,2000-2001,Villarreal,Málaga,1,2
10/03/2001,2000-2001,Athletic Club,Villarreal,1,1
10/03/2001,2000-2001,Deportivo de La Coruña,Numancia,4,1
10/03/2001,2000-2001,Valencia,Osasuna,1,0
11/03/2001,2000-2001,Barcelona,Mallorca,1,1
11/03/2001,2000-2001,Alavés,Rayo Vallecano,4,2
11/03/2001,2000-2001,Málaga,Zaragoza,2,0
11/03/2001,2000-2001,Racing de Santander,Las Palmas,2,1
11/03/2001,2000-2001,Real Madrid,Real Sociedad,4,0
11/03/2001,2000-2001,Oviedo,Espanyol,2,2
11/03/2001,2000-2001,Valladolid,Celta de Vigo,1,2
17/03/2001,2000-2001,Las Palmas,Deportivo de La Coruña,2,0
18/03/2001,2000-2001,Celta de Vigo,Valencia,3,2
18/03/2001,2000-2001,Espanyol,Valladolid,1,0
18/03/2001,2000-2001,Mallorca,Real Madrid,1,0
18/03/2001,2000-2001,Numancia,Barcelona,1,1
18/03/2001,2000-2001,Osasuna,Málaga,3,3
18/03/2001,2000-2001,Real Sociedad,Alavés,1,1
18/03/2001,2000-2001,Rayo Vallecano,Oviedo,0,2
18/03/2001,2000-2001,Villarreal,Racing de Santander,4,2
18/03/2001,2000-2001,Zaragoza,Athletic Club,2,2
31/03/2001,2000-2001,Deportivo de La Coruña,Villarreal,4,2
31/03/2001,2000-2001,Málaga,Celta de Vigo,1,4
31/03/2001,2000-2001,Real Madrid,Numancia,1,0
31/03/2001,2000-2001,Valencia,Espanyol,0,1
1/04/2001,2000-2001,Athletic Club,Osasuna,0,1
1/04/2001,2000-2001,Barcelona,Las Palmas,4,1
1/04/2001,2000-2001,Mallorca,Real Sociedad,1,1
1/04/2001,2000-2001,Racing de Santander,Zaragoza,2,1
1/04/2001,2000-2001,Oviedo,Alavés,3,3
1/04/2001,2000-2001,Valladolid,Rayo Vallecano,1,3
7/04/2001,2000-2001,Rayo Vallecano,Valencia,1,4
8/04/2001,2000-2001,Celta de Vigo,Athletic Club,2,1
8/04/2001,2000-2001,Alavés,Valladolid,4,2
8/04/2001,2000-2001,Espanyol,Málaga,1,2
8/04/2001,2000-2001,Las Palmas,Real Madrid,0,1
8/04/2001,2000-2001,Numancia,Mallorca,0,2
8/04/2001,2000-2001,Osasuna,Racing de Santander,1,1
8/04/2001,2000-2001,Real Sociedad,Oviedo,3,0
8/04/2001,2000-2001,Villarreal,Barcelona,4,4
8/04/2001,2000-2001,Zaragoza,Deportivo de La Coruña,2,1
14/04/2001,2000-2001,Barcelona,Zaragoza,4,4
14/04/2001,2000-2001,Deportivo de La Coruña,Osasuna,2,1
14/04/2001,2000-2001,Real Madrid,Villarreal,4,0
14/04/2001,2000-2001,Valencia,Alavés,1,2
15/04/2001,2000-2001,Athletic Club,Espanyol,0,1
15/04/2001,2000-2001,Málaga,Rayo Vallecano,1,1
15/04/2001,2000-2001,Mallorca,Las Palmas,2,1
15/04/2001,2000-2001,Numancia,Real Sociedad,3,3
15/04/2001,2000-2001,Racing de Santander,Celta de Vigo,3,0
15/04/2001,2000-2001,Valladolid,Oviedo,1,0
21/04/2001,2000-2001,Celta de Vigo,Deportivo de La Coruña,2,1
22/04/2001,2000-2001,Alavés,Málaga,1,2
22/04/2001,2000-2001,Espanyol,Racing de Santander,3,0
22/04/2001,2000-2001,Las Palmas,Numancia,1,1
22/04/2001,2000-2001,Osasuna,Barcelona,3,1
22/04/2001,2000-2001,Real Sociedad,Valladolid,3,1
22/04/2001,2000-2001,Rayo Vallecano,Athletic Club,1,2
22/04/2001,2000-2001,Oviedo,Valencia,0,0
22/04/2001,2000-2001,Villarreal,Mallorca,2,2
22/04/2001,2000-2001,Zaragoza,Real Madrid,2,3
28/04/2001,2000-2001,Real Madrid,Osasuna,1,1
28/04/2001,2000-2001,Valencia,Valladolid,1,0
29/04/2001,2000-2001,Athletic Club,Alavés,2,0
29/04/2001,2000-2001,Barcelona,Celta de Vigo,1,1
29/04/2001,2000-2001,Deportivo de La Coruña,Espanyol,1,0
29/04/2001,2000-2001,Las Palmas,Real Sociedad,2,1
29/04/2001,2000-2001,Málaga,Oviedo,2,2
29/04/2001,2000-2001,Mallorca,Zaragoza,2,1
29/04/2001,2000-2001,Numancia,Villarreal,1,3
29/04/2001,2000-2001,Racing de Santander,Rayo Vallecano,1,1
5/05/2001,2000-2001,Celta de Vigo,Real Madrid,3,0
5/05/2001,2000-2001,Espanyol,Barcelona,0,0
5/05/2001,2000-2001,Real Sociedad,Valencia,1,2
6/05/2001,2000-2001,Alavés,Racing de Santander,5,1
6/05/2001,2000-2001,Osasuna,Mallorca,1,0
6/05/2001,2000-2001,Rayo Vallecano,Deportivo de La Coruña,1,1
6/05/2001,2000-2001,Oviedo,Athletic Club,5,0
6/05/2001,2000-2001,Valladolid,Málaga,0,0
6/05/2001,2000-2001,Villarreal,Las Palmas,2,1
6/05/2001,2000-2001,Zaragoza,Numancia,3,1
11/05/2001,2000-2001,Deportivo de La Coruña,Alavés,2,1
12/05/2001,2000-2001,Villarreal,Real Sociedad,1,3
13/05/2001,2000-2001,Athletic Club,Valladolid,1,1
13/05/2001,2000-2001,Barcelona,Rayo Vallecano,5,1
13/05/2001,2000-2001,Las Palmas,Zaragoza,2,1
13/05/2001,2000-2001,Málaga,Valencia,3,0
13/05/2001,2000-2001,Mallorca,Celta de Vigo,2,0
13/05/2001,2000-2001,Numancia,Osasuna,1,0
13/05/2001,2000-2001,Racing de Santander,Oviedo,2,0
13/05/2001,2000-2001,Real Madrid,Espanyol,2,2
18/05/2001,2000-2001,Valencia,Athletic Club,1,0
19/05/2001,2000-2001,Alavés,Barcelona,0,1
20/05/2001,2000-2001,Celta de Vigo,Numancia,1,1
20/05/2001,2000-2001,Espanyol,Mallorca,0,1
20/05/2001,2000-2001,Osasuna,Las Palmas,3,3
20/05/2001,2000-2001,Real Sociedad,Málaga,4,0
20/05/2001,2000-2001,Rayo Vallecano,Real Madrid,0,1
20/05/2001,2000-2001,Oviedo,Deportivo de La Coruña,2,3
20/05/2001,2000-2001,Valladolid,Racing de Santander,1,1
20/05/2001,2000-2001,Zaragoza,Villarreal,0,0
26/05/2001,2000-2001,Las Palmas,Celta de Vigo,0,1
26/05/2001,2000-2001,Real Madrid,Alavés,5,0
27/05/2001,2000-2001,Athletic Club,Málaga,1,3
27/05/2001,2000-2001,Barcelona,Oviedo,0,1
27/05/2001,2000-2001,Deportivo de La Coruña,Valladolid,1,2
27/05/2001,2000-2001,Mallorca,Rayo Vallecano,4,0
27/05/2001,2000-2001,Numancia,Espanyol,2,1
27/05/2001,2000-2001,Racing de Santander,Valencia,1,1
27/05/2001,2000-2001,Villarreal,Osasuna,2,0
27/05/2001,2000-2001,Zaragoza,Real Sociedad,1,1
10/06/2001,2000-2001,Athletic Club,Real Sociedad,1,3
10/06/2001,2000-2001,Celta de Vigo,Villarreal,1,0
10/06/2001,2000-2001,Alavés,Mallorca,2,4
10/06/2001,2000-2001,Espanyol,Las Palmas,3,2
10/06/2001,2000-2001,Málaga,Racing de Santander,2,1
10/06/2001,2000-2001,Osasuna,Zaragoza,1,0
10/06/2001,2000-2001,Rayo Vallecano,Numancia,2,1
10/06/2001,2000-2001,Oviedo,Real Madrid,1,1
10/06/2001,2000-2001,Valencia,Deportivo de La Coruña,0,1
10/06/2001,2000-2001,Valladolid,Barcelona,2,2
25/08/2001,2001-2002,Valencia,Real Madrid,1,0
26/08/2001,2001-2002,Deportivo de La Coruña,Valladolid,4,0
26/08/2001,2001-2002,Espanyol,Zaragoza,2,1
26/08/2001,2001-2002,Málaga,Betis,3,2
26/08/2001,2001-2002,Mallorca,Las Palmas,0,3
26/08/2001,2001-2002,Osasuna,Celta de Vigo,0,3
26/08/2001,2001-2002,Real Sociedad,Athletic Club,1,3
26/08/2001,2001-2002,Rayo Vallecano,Villarreal,1,2
26/08/2001,2001-2002,Sevilla,Barcelona,1,2
26/08/2001,2001-2002,Tenerife,Alavés,0,2
8/09/2001,2001-2002,Athletic Club,Mallorca,0,1
8/09/2001,2001-2002,Las Palmas,Deportivo de La Coruña,0,1
8/09/2001,2001-2002,Real Madrid,Málaga,1,1
8/09/2001,2001-2002,Villarreal,Osasuna,3,0
9/09/2001,2001-2002,Barcelona,Rayo Vallecano,1,1
9/09/2001,2001-2002,Betis,Espanyol,2,0
9/09/2001,2001-2002,Celta de Vigo,Tenerife,3,0
9/09/2001,2001-2002,Alavés,Real Sociedad,2,0
9/09/2001,2001-2002,Valladolid,Valencia,1,1
9/09/2001,2001-2002,Zaragoza,Sevilla,1,1
15/09/2001,2001-2002,Betis,Real Madrid,3,1
15/09/2001,2001-2002,Deportivo de La Coruña,Athletic Club,1,2
15/09/2001,2001-2002,Mallorca,Alavés,0,0
15/09/2001,2001-2002,Osasuna,Barcelona,0,0
16/09/2001,2001-2002,Espanyol,Sevilla,2,3
16/09/2001,2001-2002,Málaga,Valladolid,1,2
16/09/2001,2001-2002,Real Sociedad,Celta de Vigo,0,0
16/09/2001,2001-2002,Rayo Vallecano,Zaragoza,1,2
16/09/2001,2001-2002,Tenerife,Villarreal,2,0
16/09/2001,2001-2002,Valencia,Las Palmas,1,0
22/09/2001,2001-2002,Barcelona,Tenerife,2,0
22/09/2001,2001-2002,Alavés,Deportivo de La Coruña,2,3
22/09/2001,2001-2002,Las Palmas,Málaga,0,0
22/09/2001,2001-2002,Real Madrid,Espanyol,5,1
22/09/2001,2001-2002,Villarreal,Real Sociedad,1,0
23/09/2001,2001-2002,Athletic Club,Valencia,2,2
23/09/2001,2001-2002,Celta de Vigo,Mallorca,2,0
23/09/2001,2001-2002,Sevilla,Rayo Vallecano,2,1
23/09/2001,2001-2002,Valladolid,Betis,0,2
23/09/2001,2001-2002,Zaragoza,Osasuna,0,1
29/09/2001,2001-2002,Espanyol,Rayo Vallecano,3,1
29/09/2001,2001-2002,Málaga,Athletic Club,1,2
29/09/2001,2001-2002,Real Sociedad,Barcelona,0,2
29/09/2001,2001-2002,Real Madrid,Valladolid,2,2
30/09/2001,2001-2002,Betis,Las Palmas,1,0
30/09/2001,2001-2002,Deportivo de La Coruña,Celta de Vigo,2,2
30/09/2001,2001-2002,Mallorca,Villarreal,0,1
30/09/2001,2001-2002,Osasuna,Sevilla,1,0
30/09/2001,2001-2002,Tenerife,Zaragoza,0,0
30/09/2001,2001-2002,Valencia,Alavés,0,0
3/10/2001,2001-2002,Athletic Club,Betis,0,0
3/10/2001,2001-2002,Barcelona,Mallorca,3,0
3/10/2001,2001-2002,Alavés,Málaga,1,0
3/10/2001,2001-2002,Las Palmas,Real Madrid,4,2
3/10/2001,2001-2002,Rayo Vallecano,Osasuna,0,1
3/10/2001,2001-2002,Sevilla,Tenerife,2,0
3/10/2001,2001-2002,Valladolid,Espanyol,0,1
3/10/2001,2001-2002,Villarreal,Deportivo de La Coruña,1,1
3/10/2001,2001-2002,Zaragoza,Real Sociedad,3,2
4/10/2001,2001-2002,Celta de Vigo,Valencia,1,1
6/10/2001,2001-2002,Deportivo de La Coruña,Barcelona,2,1
6/10/2001,2001-2002,Real Madrid,Athletic Club,2,0
7/10/2001,2001-2002,Betis,Alavés,1,0
7/10/2001,2001-2002,Espanyol,Osasuna,1,1
7/10/2001,2001-2002,Málaga,Celta de Vigo,2,2
7/10/2001,2001-2002,Mallorca,Zaragoza,0,1
7/10/2001,2001-2002,Real Sociedad,Sevilla,3,3
7/10/2001,2001-2002,Tenerife,Rayo Vallecano,3,1
7/10/2001,2001-2002,Valencia,Villarreal,1,0
7/10/2001,2001-2002,Valladolid,Las Palmas,1,0
13/10/2001,2001-2002,Alavés,Real Madrid,0,0
13/10/2001,2001-2002,Sevilla,Mallorca,2,2
13/10/2001,2001-2002,Zaragoza,Deportivo de La Coruña,1,2
14/10/2001,2001-2002,Athletic Club,Valladolid,1,4
14/10/2001,2001-2002,Barcelona,Valencia,2,2
14/10/2001,2001-2002,Celta de Vigo,Betis,3,1
14/10/2001,2001-2002,Las Palmas,Espanyol,2,0
14/10/2001,2001-2002,Osasuna,Tenerife,0,2
14/10/2001,2001-2002,Rayo Vallecano,Real Sociedad,2,1
14/10/2001,2001-2002,Villarreal,Málaga,1,2
20/10/2001,2001-2002,Betis,Villarreal,1,1
20/10/2001,2001-2002,Deportivo de La Coruña,Sevilla,1,0
20/10/2001,2001-2002,Las Palmas,Athletic Club,1,1
20/10/2001,2001-2002,Málaga,Barcelona,1,1
20/10/2001,2001-2002,Real Sociedad,Osasuna,2,1
21/10/2001,2001-2002,Espanyol,Tenerife,2,0
21/10/2001,2001-2002,Mallorca,Rayo Vallecano,3,0
21/10/2001,2001-2002,Real Madrid,Celta de Vigo,1,1
21/10/2001,2001-2002,Valencia,Zaragoza,2,0
21/10/2001,2001-2002,Valladolid,Alavés,1,3
27/10/2001,2001-2002,Barcelona,Betis,3,0
27/10/2001,2001-2002,Osasuna,Mallorca,4,0
27/10/2001,2001-2002,Rayo Vallecano,Deportivo de La Coruña,2,1
27/10/2001,2001-2002,Tenerife,Real Sociedad,0,1
27/10/2001,2001-2002,Villarreal,Real Madrid,2,3
28/10/2001,2001-2002,Athletic Club,Espanyol,1,1
28/10/2001,2001-2002,Celta de Vigo,Valladolid,1,1
28/10/2001,2001-2002,Alavés,Las Palmas,1,0
28/10/2001,2001-2002,Sevilla,Valencia,1,1
28/10/2001,2001-2002,Zaragoza,Málaga,0,2
3/11/2001,2001-2002,Athletic Club,Alavés,2,1
4/11/2001,2001-2002,Betis,Zaragoza,0,1
4/11/2001,2001-2002,Deportivo de La Coruña,Osasuna,5,1
4/11/2001,2001-2002,Espanyol,Real Sociedad,1,2
4/11/2001,2001-2002,Las Palmas,Celta de Vigo,4,2
4/11/2001,2001-2002,Málaga,Sevilla,1,3
4/11/2001,2001-2002,Mallorca,Tenerife,2,0
4/11/2001,2001-2002,Real Madrid,Barcelona,2,0
4/11/2001,2001-2002,Valencia,Rayo Vallecano,2,1
4/11/2001,2001-2002,Valladolid,Villarreal,1,0
10/11/2001,2001-2002,Sevilla,Betis,0,0
11/11/2001,2001-2002,Barcelona,Valladolid,4,0
11/11/2001,2001-2002,Celta de Vigo,Athletic Club,2,3
11/11/2001,2001-2002,Alavés,Espanyol,2,1
11/11/2001,2001-2002,Osasuna,Valencia,0,0
11/11/2001,2001-2002,Real Sociedad,Mallorca,1,2
11/11/2001,2001-2002,Rayo Vallecano,Málaga,3,0
11/11/2001,2001-2002,Tenerife,Deportivo de La Coruña,3,1
11/11/2001,2001-2002,Villarreal,Las Palmas,2,0
11/11/2001,2001-2002,Zaragoza,Real Madrid,2,1
17/11/2001,2001-2002,Deportivo de La Coruña,Real Sociedad,3,1
17/11/2001,2001-2002,Las Palmas,Barcelona,0,0
17/11/2001,2001-2002,Real Madrid,Sevilla,2,1
18/11/2001,2001-2002,Athletic Club,Villarreal,0,0
18/11/2001,2001-2002,Betis,Rayo Vallecano,2,0
18/11/2001,2001-2002,Alavés,Celta de Vigo,1,0
18/11/2001,2001-2002,Espanyol,Mallorca,2,1
18/11/2001,2001-2002,Málaga,Osasuna,2,1
18/11/2001,2001-2002,Valencia,Tenerife,0,0
18/11/2001,2001-2002,Valladolid,Zaragoza,2,0
24/11/2001,2001-2002,Barcelona,Athletic Club,1,2
25/11/2001,2001-2002,Celta de Vigo,Espanyol,4,1
25/11/2001,2001-2002,Mallorca,Deportivo de La Coruña,4,1
